State,District,population,population_proper,Location,EnergySource,WaterConsumption,SGD %,AQI,AQI_Bucket,Waste Type,Disposal Method,Recycling Rate (%),Cost of Waste Management (₹/Ton)
West Bengal,Darjeeling,5795165,4983320.602,Suburban,Wind,252856929.7,72.4,75,Poor,Mixed,Landfill,82.4896236,
Jammu and Kashmir,Jammu,972404,631478.2634,Suburban,Solar,248532480.1,79.4,363,Satisfactory,Biodegradable,Recycling,70.63210686,
Arunachal Pradesh,Tawang,1669155,1438643.978,Urban,Wind,469438999,81.8,158,Satisfactory,E-Waste,Composting,60.79613432,
Delhi,New Delhi,7943372,6246544.802,Urban,Mixed,33762328.87,78.4,160,Moderate,E-Waste,Recycling,26.99956474,
Assam,Guwahati,7648159,5140360.83,Urban,Hydro,356923422.7,57.8,216,Moderate,Biodegradable,Recycling,17.93814581,
Haryana,Panipat,1085240,970095.7233,Rural,Solar,259936172.2,45.8,232,Very Poor,E-Waste,Recycling,71.64238216,
Telangana,Hyderabad,5902731,5039446.102,Suburban,Thermal,402550173.9,52,114,Moderate,Biodegradable,Incineration,49.43347565,
Manipur,Imphal,2561656,2164021.416,Rural,Hydro,253682703.7,64.3,296,Severe,Mixed,Incineration,38.01770451,
Delhi,New Delhi,5785804,5033580.252,Suburban,Mixed,116766689.1,81.9,265,Moderate,E-Waste,Composting,31.90522503,
Himachal Pradesh,Kangra,3012023,2569009.019,Rural,Mixed,46947478.9,79.8,355,Poor,Non-Biodegradable,Recycling,46.75592612,
Arunachal Pradesh,Ziro,8599094,7458858.845,Urban,Hydro,91884736.3,91.4,218,Good,Mixed,Composting,60.51755066,
Haryana,Panipat,1331670,1029154.745,Suburban,Thermal,420790991.4,60.9,252,Satisfactory,Biodegradable,Composting,88.00679259,
Gujarat,Vadodara,3164235,2906231.362,Suburban,Wind,203734091.4,91.1,114,Severe,Non-Biodegradable,Incineration,53.59194526,
Meghalaya,Tura,7776558,4977677.096,Suburban,Hydro,458268384.4,82.4,149,Severe,Non-Biodegradable,Landfill,31.30367673,
Puducherry,Puducherry,3587117,3108685.38,Rural,Hydro,211161468.8,44.4,197,Very Poor,Non-Biodegradable,Composting,37.94561889,
Chandigarh,Chandigarh,970135,860474.2731,Rural,Wind,186312313.6,90.8,375,Poor,Mixed,Incineration,86.99431142,
Jharkhand,Dhanbad,5824028,4130831.277,Suburban,Wind,241479332.5,79.8,131,Very Poor,Biodegradable,Landfill,72.60022377,
Nagaland,Kohima,3974245,3628395.255,Rural,Solar,235999140,70.3,79,Satisfactory,Biodegradable,Composting,57.12878102,
Chhattisgarh,Bilaspur,3696823,3265429.992,Rural,Thermal,26566451.67,51.4,259,Very Poor,Biodegradable,Composting,16.97316461,
Andaman and Nicobar Islands,Port Blair,3187380,2487260.33,Suburban,Solar,89797203.32,67.1,119,Very Poor,Mixed,Landfill,67.15275799,
Lakshadweep,Kavaratti,6254031,5571146.279,Suburban,Thermal,394838283.5,93.8,144,Poor,Biodegradable,Landfill,70.7846369,
Tamil Nadu,Coimbatore,1672288,1198550.596,Urban,Thermal,146341124.6,49.2,141,Good,E-Waste,Composting,56.73977797,
Chhattisgarh,Raipur,1038515,951561.1702,Urban,Wind,250696866.3,90.6,211,Satisfactory,Non-Biodegradable,Recycling,88.88562485,
Chandigarh,Chandigarh,8023362,5131512.618,Suburban,Wind,355237426.8,93.1,323,Severe,Mixed,Recycling,82.51400765,
Goa,South Goa,3145334,2224765.015,Urban,Mixed,57259458.56,89.8,360,Severe,E-Waste,Landfill,23.41612207,
Bihar,Patna,1011135,729531.3996,Urban,Mixed,88344457.31,68.8,255,Good,E-Waste,Recycling,70.46955551,
Andaman and Nicobar Islands,Port Blair,3556478,3089534.861,Urban,Solar,89299443.12,59.7,271,Satisfactory,Non-Biodegradable,Recycling,24.15180162,
Tamil Nadu,Chennai,2299633,2131944.543,Rural,Wind,465101317.6,49,331,Very Poor,Biodegradable,Composting,70.94142832,
Goa,North Goa,5733198,4918782.189,Suburban,Solar,396196554.1,78.6,392,Moderate,E-Waste,Composting,74.9343405,
Jammu and Kashmir,Srinagar,8274478,6706844.354,Urban,Thermal,494815549.6,59.2,278,Good,Biodegradable,Recycling,85.09794451,
Nagaland,Dimapur,8803709,7568935.635,Suburban,Wind,48970120.08,41.2,240,Satisfactory,Non-Biodegradable,Incineration,21.15888421,
Manipur,Churachandpur,2096978,1545478.812,Urban,Solar,73388061.3,73.9,328,Moderate,Non-Biodegradable,Recycling,17.15057027,
Jammu and Kashmir,Jammu,3243409,2565821.37,Urban,Wind,405407601.9,54.3,260,Severe,Biodegradable,Composting,11.02477083,
Himachal Pradesh,Shimla,5843921,4068271.796,Suburban,Mixed,36992823.83,71.2,214,Satisfactory,Biodegradable,Incineration,28.15027523,
Jharkhand,Jamshedpur,1927676,1258048.205,Urban,Mixed,28611830.36,55.7,184,Moderate,Non-Biodegradable,Recycling,68.55961994,
Punjab,Ludhiana,4125666,3220596.215,Urban,Wind,1643655.12,91.1,322,Good,Biodegradable,Composting,53.12519781,
Goa,North Goa,7916019,7011980.616,Rural,Wind,210740625.1,54.9,46,Satisfactory,Biodegradable,Recycling,71.65618274,
Assam,Silchar,3476849,2149101.652,Rural,Hydro,141166779.1,59.1,398,Severe,Non-Biodegradable,Composting,78.63929977,
Karnataka,Mysuru,8469813,5107760.017,Rural,Mixed,124023320.5,56.6,342,Good,E-Waste,Composting,49.24905424,
Mizoram,Aizawl,7012176,4849694.318,Suburban,Thermal,111922753.7,80.2,357,Poor,Biodegradable,Incineration,61.75590969,
Jammu and Kashmir,Srinagar,9840732,6391518.992,Urban,Solar,414667582.6,92.1,357,Moderate,E-Waste,Recycling,45.88253142,
Bihar,Muzaffarpur,1664072,1416586.783,Suburban,Thermal,353424544.2,87.7,303,Severe,Biodegradable,Recycling,38.14371136,
Bihar,Gaya,2538884,1813749.563,Urban,Hydro,75100611.02,57,291,Severe,Mixed,Incineration,82.54104907,
Mizoram,Lunglei,357404,288811.7615,Urban,Solar,373767255.1,63.5,74,Severe,Mixed,Incineration,26.22385053,
Odisha,Cuttack,9801798,7248111.585,Urban,Wind,223347359.9,84.8,230,Severe,Non-Biodegradable,Incineration,31.31074708,
Chhattisgarh,Raipur,9462928,5844787.577,Urban,Wind,214307648.9,68,185,Very Poor,Non-Biodegradable,Landfill,85.17799525,
Jammu and Kashmir,Jammu,9920916,7266865.026,Urban,Hydro,250163662.5,53.3,274,Moderate,Biodegradable,Recycling,30.71665777,
Sikkim,Gangtok,5308478,3809543.466,Rural,Wind,188455303.6,68.6,384,Severe,E-Waste,Recycling,40.2174992,
Goa,South Goa,7692517,5047245.323,Urban,Wind,223808586.8,42.9,354,Good,Biodegradable,Recycling,55.68277729,
Puducherry,Puducherry,6591135,6013973.381,Rural,Solar,431233037,40.5,163,Severe,Non-Biodegradable,Incineration,87.31385353,
Sikkim,Gangtok,9586355,7013790.312,Suburban,Hydro,250138123.3,42.7,150,Good,E-Waste,Incineration,43.24684276,
Andhra Pradesh,Guntur,2945831,2321665.031,Urban,Solar,290520954.7,75.6,183,Very Poor,Biodegradable,Composting,26.26221919,
Punjab,Ludhiana,3787740,2428393.483,Suburban,Hydro,212585445.3,94.2,292,Satisfactory,Biodegradable,Incineration,36.08438365,
Sikkim,Namchi,5809635,5501120.549,Urban,Mixed,470839086,70.5,267,Very Poor,Mixed,Incineration,74.95036132,
Karnataka,Hubballi,2235377,1396182.357,Suburban,Wind,370469754.3,53.5,209,Poor,Mixed,Incineration,12.40231828,
Madhya Pradesh,Indore,365984,286321.8623,Suburban,Mixed,433083243.9,61.1,352,Severe,E-Waste,Recycling,23.18517164,
Assam,Guwahati,9689909,6398165.835,Suburban,Hydro,134750584,43.5,159,Satisfactory,Biodegradable,Composting,87.87747771,
Himachal Pradesh,Kangra,7428141,4590335.742,Rural,Wind,404216307.3,87.9,117,Severe,Mixed,Landfill,75.11327637,
Kerala,Kochi,1879471,1567576.301,Suburban,Solar,400834520.4,69.7,76,Severe,E-Waste,Recycling,31.36263332,
Tamil Nadu,Madurai,6314881,3986461.447,Suburban,Thermal,481353242.2,89.4,209,Severe,E-Waste,Recycling,76.17765955,
Maharashtra,Pune,9920063,9340659.74,Rural,Thermal,224456128.5,66.9,239,Very Poor,Biodegradable,Composting,89.93692294,
Ladakh,Kargil,7139957,5891683.723,Suburban,Hydro,459710527,77.4,241,Moderate,Biodegradable,Incineration,30.11023632,
Nagaland,Dimapur,5643770,3479829.588,Suburban,Mixed,346655426.8,84.4,342,Poor,Biodegradable,Composting,58.75124567,
Himachal Pradesh,Kangra,53513,33899.93001,Suburban,Solar,466944611,62.7,307,Severe,Biodegradable,Composting,87.07540117,
Tamil Nadu,Coimbatore,5726161,5243603.323,Suburban,Thermal,165352295.6,93.1,375,Poor,Non-Biodegradable,Composting,78.81558443,
Jharkhand,Jamshedpur,6957542,4707390.477,Urban,Hydro,173714232,51,129,Moderate,Non-Biodegradable,Recycling,71.63731808,
Odisha,Rourkela,8378157,6304987.176,Suburban,Mixed,379179391.8,85.5,254,Moderate,E-Waste,Composting,73.67048752,
Chhattisgarh,Bilaspur,5610236,3382389.661,Suburban,Thermal,246601639.1,52.9,328,Poor,Non-Biodegradable,Recycling,39.93247396,
Tamil Nadu,Coimbatore,2822018,2286105.938,Suburban,Thermal,332089580.9,81.6,341,Poor,Mixed,Incineration,30.93884213,
Chandigarh,Chandigarh,1580161,1311027.426,Rural,Hydro,115576018.1,76.4,395,Very Poor,Mixed,Landfill,66.31276926,
Tripura,Agartala,6931676,6269971.132,Suburban,Mixed,263365826.5,90,220,Good,Mixed,Recycling,82.81356635,
West Bengal,Kolkata,2169283,1588748.159,Suburban,Wind,364805256.6,77,302,Severe,Mixed,Recycling,61.40956996,
Lakshadweep,Kavaratti,8984872,7980710.582,Suburban,Solar,351675229.6,78.7,304,Moderate,Biodegradable,Composting,85.17545169,
Tripura,Agartala,6237518,3888848.738,Suburban,Hydro,67130533.98,53.5,396,Poor,Mixed,Incineration,59.93226483,
Jharkhand,Ranchi,5845745,5360752.643,Suburban,Thermal,496748738.3,76.3,276,Severe,Biodegradable,Landfill,22.18743776,
Maharashtra,Mumbai,8714944,5694280.274,Rural,Wind,99435621.8,84.1,91,Very Poor,E-Waste,Landfill,20.69110842,
Chandigarh,Chandigarh,2617932,2235385.279,Suburban,Thermal,250107102.1,46.4,197,Severe,Mixed,Landfill,14.49184771,
Tripura,Agartala,4394647,3857211.97,Urban,Solar,396831901.7,80.9,297,Moderate,Mixed,Recycling,55.13115362,
Maharashtra,Mumbai,1340199,1004483.408,Rural,Hydro,292779360.1,43.7,309,Moderate,E-Waste,Recycling,45.96055472,
Puducherry,Puducherry,3429134,2528034.923,Urban,Hydro,157124021.2,79.7,193,Moderate,Biodegradable,Composting,46.10668641,
Lakshadweep,Kavaratti,7075314,4292629.338,Suburban,Solar,137336990.1,56.6,350,Satisfactory,Biodegradable,Incineration,61.81474305,
Jharkhand,Dhanbad,5738425,4744859.345,Rural,Hydro,216227401.9,65,303,Severe,E-Waste,Recycling,28.30177633,
Puducherry,Puducherry,9192464,6592749.732,Urban,Hydro,61600384.05,61.5,202,Poor,Mixed,Landfill,30.42773518,
Karnataka,Hubballi,6610419,5529162.522,Urban,Mixed,307248295.5,55.2,253,Satisfactory,Mixed,Recycling,28.45035207,
Karnataka,Hubballi,6557998,4698541.138,Rural,Wind,327530364.7,89.7,53,Very Poor,Biodegradable,Incineration,22.88364616,
Rajasthan,Jodhpur,9740490,6956708.603,Suburban,Hydro,149459403.5,40.4,384,Satisfactory,Mixed,Recycling,40.6431353,
Rajasthan,Jaipur,7344006,4670333.116,Urban,Mixed,318446931.1,85.2,48,Good,Mixed,Recycling,10.27334982,
Sikkim,Gangtok,9423475,7136248.32,Urban,Solar,251621503.8,45.2,188,Good,Mixed,Landfill,68.56700788,
Gujarat,Vadodara,2345649,1574904.6,Rural,Mixed,48430388.18,83.2,229,Good,Non-Biodegradable,Recycling,67.60646563,
Mizoram,Lunglei,6207881,4502946.424,Suburban,Mixed,446370788.7,73.4,384,Satisfactory,Biodegradable,Recycling,29.87278094,
Arunachal Pradesh,Tawang,2770452,1792187.697,Rural,Wind,283158334.8,60.1,367,Moderate,Non-Biodegradable,Composting,74.67576849,
Kerala,Kochi,8781248,7841413.932,Rural,Hydro,4491032.16,80,342,Very Poor,Mixed,Incineration,65.77894587,
Nagaland,Kohima,5645337,3553978.653,Rural,Wind,427662455.7,43.1,222,Satisfactory,Biodegradable,Landfill,66.07941339,
Karnataka,Bengaluru,6265723,4821339.579,Rural,Thermal,341837605.7,68.3,355,Good,Non-Biodegradable,Landfill,27.34914356,
Meghalaya,Tura,6315751,4093813.186,Urban,Solar,417478228.4,78.3,325,Very Poor,E-Waste,Landfill,44.24599215,
Nagaland,Dimapur,8615459,6661525.882,Urban,Wind,332453415.1,74.9,366,Satisfactory,Mixed,Recycling,22.71151313,
Puducherry,Puducherry,5327639,3395109.302,Suburban,Solar,296210599.8,84.4,156,Moderate,Non-Biodegradable,Composting,29.99984326,
Uttar Pradesh,Lucknow,1341036,965181.9055,Urban,Hydro,447504725.6,92.1,153,Severe,Biodegradable,Composting,35.29464777,
Meghalaya,Tura,7281253,4426168.517,Suburban,Hydro,293070259.3,54.4,56,Severe,Mixed,Landfill,65.55974167,
Goa,South Goa,6909877,6222961.846,Urban,Mixed,191238291.4,81.1,204,Poor,E-Waste,Composting,27.0402968,
Kerala,Thiruvananthapuram,1075877,893494.2111,Urban,Thermal,235594565.3,69.2,199,Severe,Non-Biodegradable,Recycling,23.00163664,
Madhya Pradesh,Indore,1192417,927650.5119,Suburban,Hydro,151667433,58.4,87,Poor,Biodegradable,Incineration,46.61115741,
Bihar,Patna,3241198,3003052.958,Suburban,Hydro,494562922.7,70.1,200,Moderate,Non-Biodegradable,Incineration,34.61557351,
Arunachal Pradesh,Itanagar,6326051,4823652.169,Rural,Mixed,236943978.9,64.7,45,Very Poor,E-Waste,Recycling,40.22629722,
Uttar Pradesh,Lucknow,5601303,4575094.168,Urban,Solar,205722711.3,94.5,241,Very Poor,Mixed,Composting,54.40111859,
Uttarakhand,Nainital,7947215,6495594.587,Urban,Wind,435228874.2,48.8,84,Severe,E-Waste,Recycling,24.55839368,
Uttarakhand,Dehradun,939805,618854.374,Urban,Wind,50071450.57,75.2,127,Good,Mixed,Landfill,81.48019944,
Manipur,Imphal,7742654,5829903.256,Rural,Wind,342265896,83.4,344,Poor,Biodegradable,Composting,23.071459,
Haryana,Faridabad,4403531,4177779.69,Urban,Thermal,54223106.4,67.4,83,Satisfactory,Biodegradable,Recycling,42.10750336,
Gujarat,Surat,5186103,4523276.251,Rural,Hydro,81927723.85,44,179,Moderate,E-Waste,Recycling,37.59871841,
Kerala,Kozhikode,8429781,5393633.682,Urban,Solar,79608093.12,91.7,49,Severe,Biodegradable,Landfill,51.15881261,
Madhya Pradesh,Indore,3755311,2392566.17,Suburban,Mixed,437448465.4,54.5,179,Satisfactory,Non-Biodegradable,Landfill,89.69208044,
Mizoram,Lunglei,4445088,4067276.869,Urban,Thermal,363104729.3,84.2,299,Very Poor,Biodegradable,Landfill,42.58983643,
Mizoram,Lunglei,7536895,6184071.291,Suburban,Wind,138928968.6,66.4,268,Moderate,Mixed,Composting,16.25281808,
Dadra and Nagar Haveli and Daman and Diu,Daman,854565,705171.4037,Suburban,Solar,78090461.15,64.4,303,Severe,Mixed,Recycling,19.28477672,
Rajasthan,Udaipur,331488,200394.0054,Urban,Mixed,232043221.2,87.3,144,Satisfactory,Biodegradable,Recycling,47.14900185,
Haryana,Panipat,6531472,4290903.112,Suburban,Thermal,437826728.4,90.7,363,Good,Non-Biodegradable,Composting,88.81517569,
Chhattisgarh,Durg,9774404,8192020.461,Urban,Hydro,476440650.2,43.4,164,Poor,Biodegradable,Landfill,45.09498493,
Uttar Pradesh,Lucknow,9752343,6944249.433,Suburban,Wind,499124962.9,61.4,288,Very Poor,Non-Biodegradable,Recycling,28.40137765,
Meghalaya,Shillong,2218821,1760144.495,Suburban,Solar,167771764.5,51.9,155,Satisfactory,Mixed,Landfill,88.50683004,
Dadra and Nagar Haveli and Daman and Diu,Diu,9644366,8627919.961,Rural,Thermal,103563407.7,61.9,300,Severe,E-Waste,Incineration,36.83900795,
West Bengal,Darjeeling,2030395,1375865.121,Suburban,Mixed,496768037.2,69.6,378,Moderate,Mixed,Landfill,35.97357209,
Andaman and Nicobar Islands,Port Blair,283796,261856.6319,Suburban,Wind,34221304.87,48.2,92,Good,E-Waste,Landfill,10.03389739,
Kerala,Kochi,2184561,2061510.532,Suburban,Hydro,381480363.2,89.5,40,Poor,Biodegradable,Composting,88.35848545,
Chandigarh,Chandigarh,151382,122497.6207,Rural,Thermal,268051260.3,84.4,134,Moderate,E-Waste,Composting,56.51016858,
Tamil Nadu,Madurai,4358018,3854737.534,Suburban,Wind,285687207.5,87.5,363,Severe,E-Waste,Composting,71.37175627,
Meghalaya,Shillong,2631649,2281355.932,Urban,Hydro,323307794,77.8,149,Satisfactory,Biodegradable,Recycling,40.73406726,
Maharashtra,Pune,3163316,2283850.439,Suburban,Solar,102572917.7,87.1,283,Satisfactory,E-Waste,Incineration,27.37401412,
Jharkhand,Ranchi,162647,107344.9223,Rural,Mixed,498120986.3,71.8,110,Poor,Biodegradable,Composting,56.78390553,
Gujarat,Rajkot,1195725,1014791.808,Rural,Wind,30055726.64,55,104,Very Poor,Biodegradable,Composting,31.60175521,
Andaman and Nicobar Islands,Port Blair,802496,749869.9843,Suburban,Thermal,92686729.77,52.7,132,Very Poor,Mixed,Landfill,88.96853157,
Assam,Silchar,8840693,5960484.312,Urban,Hydro,269074758,73.8,199,Satisfactory,E-Waste,Recycling,83.66763715,
Manipur,Imphal,1220924,1082632.166,Suburban,Thermal,107157402.7,86.1,194,Good,Non-Biodegradable,Recycling,88.80607822,
Dadra and Nagar Haveli and Daman and Diu,Daman,5611567,4437916.26,Suburban,Wind,341056260.7,86.1,224,Satisfactory,Biodegradable,Recycling,70.15668928,
Odisha,Rourkela,9221931,7318964.131,Urban,Hydro,226057230.2,50.7,285,Good,E-Waste,Recycling,18.40138177,
Madhya Pradesh,Indore,3144314,2774461.532,Urban,Thermal,245207722.2,63.2,90,Moderate,Mixed,Landfill,56.32831002,
Rajasthan,Jaipur,9474650,5770236.36,Rural,Wind,308961024,56.2,211,Satisfactory,Mixed,Composting,31.79606055,
Uttarakhand,Dehradun,5887257,5041280.258,Suburban,Wind,442452378.5,89.3,76,Moderate,Biodegradable,Composting,68.4340753,
Andaman and Nicobar Islands,Port Blair,9717256,9165977.415,Rural,Hydro,176502709.4,70.6,61,Satisfactory,Biodegradable,Recycling,46.85096539,
Punjab,Patiala,275427,225887.5945,Urban,Mixed,98053171.4,77.9,101,Satisfactory,Non-Biodegradable,Composting,47.78051159,
Tripura,Agartala,5109511,3664242.748,Rural,Thermal,46718559.53,82.5,214,Severe,Mixed,Landfill,19.25777066,
Goa,North Goa,8871067,6511329.532,Suburban,Thermal,74039467.61,72.5,108,Satisfactory,Non-Biodegradable,Composting,85.19913445,
Dadra and Nagar Haveli and Daman and Diu,Daman,3726601,2764995.559,Rural,Wind,80003199.88,60.5,284,Very Poor,E-Waste,Landfill,44.28365106,
Arunachal Pradesh,Ziro,7107798,6499403.135,Suburban,Mixed,189605273.8,82.1,179,Very Poor,Non-Biodegradable,Incineration,26.94681396,
Sikkim,Namchi,1204578,784222.8335,Urban,Thermal,152526355.8,61.5,125,Very Poor,Non-Biodegradable,Landfill,53.49538699,
Jammu and Kashmir,Srinagar,2250729,1719861.551,Rural,Wind,127874918,73.5,178,Satisfactory,Biodegradable,Recycling,60.01904881,
Meghalaya,Tura,7058990,5665619.397,Rural,Mixed,95686729.6,47.4,377,Good,Non-Biodegradable,Incineration,30.71746199,
Nagaland,Kohima,7277692,5058014.286,Rural,Mixed,254829801.9,65,334,Very Poor,Biodegradable,Recycling,52.56936932,
Chhattisgarh,Bilaspur,6899474,6040625.405,Rural,Thermal,468625629.7,44.5,283,Poor,Mixed,Incineration,45.2446517,
Dadra and Nagar Haveli and Daman and Diu,Daman,9774980,8055941.291,Rural,Thermal,223884226.4,66.1,345,Satisfactory,Non-Biodegradable,Composting,70.90216109,
Chandigarh,Chandigarh,2579612,2114032.452,Suburban,Mixed,105886589.8,90.6,248,Very Poor,Non-Biodegradable,Landfill,42.00120608,
Odisha,Rourkela,7810863,6383589.826,Rural,Thermal,28579898.75,79.8,181,Severe,Mixed,Composting,54.81572399,
Tamil Nadu,Madurai,6767200,4808582.89,Rural,Wind,195866608.5,42.7,270,Moderate,E-Waste,Composting,13.07827494,
Lakshadweep,Kavaratti,95011,63211.49392,Urban,Hydro,10732592.64,86.6,168,Good,Non-Biodegradable,Composting,82.53451393,
Madhya Pradesh,Bhopal,8406122,7827376.638,Rural,Hydro,341727720.1,41.6,268,Poor,Non-Biodegradable,Recycling,58.94160316,
Andaman and Nicobar Islands,Port Blair,6609914,5590551.337,Urban,Hydro,109247534.7,87.9,145,Severe,Biodegradable,Composting,82.99800376,
Dadra and Nagar Haveli and Daman and Diu,Silvassa,4654070,3651673.702,Rural,Thermal,268311198.6,64.7,338,Moderate,E-Waste,Composting,51.63920895,
Sikkim,Namchi,5191680,3397328.101,Rural,Thermal,483130180.4,73.5,288,Severe,E-Waste,Incineration,44.94373123,
Dadra and Nagar Haveli and Daman and Diu,Diu,8241917,6619823.744,Suburban,Hydro,314104444.6,44.3,181,Satisfactory,Biodegradable,Recycling,83.8409389,
Himachal Pradesh,Mandi,3494845,2362601.032,Suburban,Solar,108459302.5,76.7,163,Moderate,Non-Biodegradable,Incineration,56.14369805,
Odisha,Cuttack,6852875,5242743.68,Suburban,Hydro,117003720.8,84.4,246,Satisfactory,E-Waste,Composting,44.82906871,
Goa,South Goa,7786135,6654247.618,Suburban,Wind,405364257.3,59,239,Moderate,E-Waste,Incineration,27.39991665,
Manipur,Churachandpur,3452380,2489281.423,Suburban,Thermal,270404747.9,40,78,Satisfactory,Non-Biodegradable,Landfill,53.62666036,
Punjab,Patiala,99268,69235.05861,Suburban,Thermal,420187762.2,61.9,277,Very Poor,Biodegradable,Incineration,51.91107335,
Himachal Pradesh,Kangra,489359,353644.638,Suburban,Thermal,237699010.7,58.5,363,Poor,Non-Biodegradable,Composting,66.32171868,
Jammu and Kashmir,Jammu,8534652,7004722.999,Urban,Solar,112865904.6,65.4,263,Very Poor,Biodegradable,Incineration,23.75910111,
Bihar,Gaya,1442747,1326940.232,Rural,Hydro,52955784.24,61.7,180,Very Poor,E-Waste,Landfill,13.50745437,
Nagaland,Dimapur,6986988,5327779.051,Suburban,Solar,168738144,92.9,252,Moderate,Biodegradable,Composting,40.35908822,
Chhattisgarh,Bilaspur,5128873,3620548.078,Suburban,Hydro,374050514.9,49.9,224,Poor,Mixed,Composting,43.22620973,
Punjab,Ludhiana,4659947,4087935.021,Rural,Hydro,348615213.4,45.3,349,Poor,Non-Biodegradable,Recycling,35.71585726,
Tamil Nadu,Madurai,4597676,2862601.753,Urban,Thermal,418375886.2,87.9,334,Very Poor,Biodegradable,Incineration,23.96385545,
Karnataka,Mysuru,3702212,3048178.163,Urban,Hydro,443400147.1,78.3,214,Very Poor,Mixed,Recycling,42.19651504,
Sikkim,Namchi,8193560,7783642.247,Urban,Solar,332103872.3,46.7,228,Very Poor,E-Waste,Recycling,47.68571339,
Bihar,Patna,1987632,1764508.314,Urban,Hydro,181573189.6,85.5,310,Good,E-Waste,Recycling,60.54781117,
Andaman and Nicobar Islands,Port Blair,3718566,2819644.131,Urban,Solar,78195038.34,88.1,118,Very Poor,E-Waste,Composting,23.71839871,
Lakshadweep,Kavaratti,189293,172953.6922,Urban,Mixed,229295057.5,62.7,149,Good,Mixed,Landfill,12.7276284,
Madhya Pradesh,Gwalior,3572907,3032975.611,Rural,Mixed,42173439.05,78.3,302,Poor,E-Waste,Incineration,52.53411763,
Himachal Pradesh,Mandi,6917548,5000249.195,Urban,Solar,137843266.1,67.4,177,Severe,Non-Biodegradable,Composting,21.12950196,
